reg_departure,Адыгея,Алтай,Алтайский,Амурская,Архангельская,Астраханская,Башкортостан,Белгородская,Брянская,Бурятия,Владимирская,Волгоградская,Вологодская,Воронежская,Дагестан,Еврейская,Забайкальский,Ивановская,Ингушетия,Иркутская,Кабардино-Балкарская,Калининградская,Калмыкия,Калужская,Камчатский,Карелия,Кемеровская,Кировская,Коми,Костромская,Краснодарский,Красноярский,Крым,Курганская,Курская,Ленинградская,Липецкая,Магаданская,Марий Эл,Мордовия,Москва,Московская,Мурманская,Ненецкий,Нижегородская,Новгородская,Новосибирская,Омская,Оренбургская,Орловская,Пензенская,Пермский,Приморский,Псковская,Ростовская,Рязанская,Самарская,Санкт-Петербург,Саратовская,Саха /Якутия/,Сахалинская,Свердловская,Севастополь,Северная Осетия - Алания,Смоленская,Ставропольский,Тамбовская,Татарстан,Тверская,Томская,Тульская,Тыва,Тюменская,Удмуртская,Ульяновская,Хабаровский,Хакасия,Ханты-Мансийский Автономный округ - Югра,Челябинская,Чеченская,Чувашская Республика,Чукотский,Ямало-Ненецкий,Ярославская
Тульская,0.0,0.0,0.0,0.0,0.0,65.0,66.0,1380.0,0.0,0.0,0.0,145.0,0.0,11094.0,66.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,34485.0,0.0,28.0,0.0,0.0,0.0,0.0,3364.0,0.0,0.0,0.0,1366.0,0.0,4143.0,0.0,0.0,0.0,235923.0,976.0,102.0,0.0,0.0,112.0,0.0,0.0,113.0,7706.0,112.0,0.0,0.0,0.0,17981.0,9215.0,166.0,8672.0,35.0,0.0,0.0,0.0,0.0,67.0,56.0,2544.0,4106.0,0.0,718.0,0.0,59729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
Тыва,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,1703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,53.0,0.0,1022.0,54.0,0.0,0.0,0.0,15371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Тюменская,0.0,0.0,2004.0,109.0,716.0,498.0,5245.0,129.0,0.0,168.0,220.0,1083.0,143.0,711.0,1766.0,0.0,160.0,0.0,0.0,984.0,43.0,743.0,0.0,798.0,0.0,135.0,3550.0,1057.0,970.0,166.0,9201.0,2471.0,2087.0,48190.0,0.0,26.0,0.0,0.0,0.0,102.0,37928.0,0.0,154.0,0.0,1530.0,0.0,7604.0,39706.0,1712.0,0.0,104.0,3853.0,72.0,0.0,2575.0,0.0,2157.0,7977.0,572.0,82.0,184.0,56685.0,0.0,0.0,148.0,3847.0,0.0,3430.0,0.0,835.0,0.0,0.0,76955.0,700.0,206.0,112.0,260.0,69413.0,11617.0,364.0,645.0,0.0,31641.0,67.0
Удмуртская,0.0,0.0,26.0,71.0,69.0,0.0,13383.0,0.0,0.0,0.0,161.0,379.0,64.0,81.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,290.0,0.0,949.0,0.0,0.0,19.0,986.0,0.0,0.0,1604.0,278.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,21951.0,0.0,125.0,0.0,1169.0,0.0,234.0,102.0,1969.0,0.0,203.0,71714.0,0.0,0.0,296.0,0.0,4339.0,4639.0,259.0,0.0,0.0,4713.0,0.0,0.0,0.0,597.0,0.0,43591.0,70.0,79.0,0.0,0.0,570.0,72426.0,369.0,0.0,40.0,925.0,159.0,0.0,51.0,0.0,765.0,0.0
Ульяновская,0.0,0.0,0.0,0.0,79.0,81.0,1042.0,126.0,0.0,0.0,118.0,793.0,0.0,125.0,220.0,0.0,0.0,174.0,0.0,67.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,50.0,119.0,0.0,3071.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,34386.0,0.0,222.0,0.0,985.0,39.0,0.0,0.0,41.0,0.0,0.0,296.0,0.0,0.0,105.0,1185.0,1353.0,2218.0,707.0,54.0,0.0,576.0,0.0,103.0,44.0,1059.0,0.0,1323.0,0.0,140.0,0.0,0.0,275.0,411.0,325.0,50.0,0.0,417.0,478.0,0.0,0.0,0.0,159.0,192.0
Хабаровский,0.0,0.0,0.0,11000.0,501.0,71.0,5352.0,0.0,0.0,1563.0,0.0,179.0,0.0,0.0,0.0,1081.0,1417.0,0.0,0.0,1341.0,0.0,275.0,0.0,0.0,1025.0,0.0,116.0,0.0,59.0,0.0,1748.0,1224.0,2745.0,0.0,0.0,0.0,0.0,1252.0,0.0,0.0,18921.0,0.0,0.0,0.0,90.0,0.0,2150.0,240.0,208.0,0.0,0.0,64.0,28385.0,0.0,752.0,0.0,183.0,1749.0,0.0,2910.0,7234.0,714.0,0.0,0.0,0.0,274.0,0.0,47.0,0.0,0.0,0.0,0.0,166.0,0.0,46.0,23479.0,0.0,65.0,145.0,0.0,56.0,456.0,0.0,0.0
Хакасия,0.0,0.0,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,51.0,0.0,0.0,3013.0,51.0,0.0,0.0,509.0,25211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0,0.0,0.0,0.0,78.0,0.0,3035.0,239.0,0.0,0.0,0.0,158.0,0.0,0.0,62.0,0.0,0.0,422.0,0.0,62.0,0.0,365.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,6992.0,0.0,6824.0,310.0,55.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
Ханты-Мансийский Автономный округ - Югра,0.0,0.0,706.0,53.0,114.0,530.0,34346.0,1202.0,0.0,0.0,10607.0,2823.0,76.0,557.0,6579.0,0.0,106.0,0.0,910.0,248.0,0.0,496.0,0.0,745.0,0.0,121.0,271.0,1209.0,141.0,32.0,14388.0,2286.0,2285.0,10153.0,0.0,0.0,0.0,0.0,0.0,0.0,49346.0,0.0,122.0,68.0,1612.0,0.0,15873.0,33867.0,3143.0,0.0,366.0,4126.0,122.0,0.0,2705.0,0.0,9394.0,10935.0,1866.0,164.0,0.0,30205.0,0.0,300.0,0.0,4994.0,290.0,10043.0,0.0,983.0,0.0,0.0,100825.0,674.0,665.0,164.0,57.0,350058.0,9250.0,352.0,400.0,0.0,8482.0,0.0
Челябинская,0.0,0.0,0.0,133.0,377.0,297.0,27421.0,457.0,0.0,142.0,73.0,811.0,116.0,1088.0,185.0,45.0,268.0,0.0,0.0,570.0,0.0,6940.0,0.0,587.0,129.0,112.0,1023.0,570.0,0.0,0.0,7463.0,1763.0,1195.0,64792.0,0.0,102.0,262.0,369.0,0.0,209.0,42799.0,0.0,784.0,0.0,1336.0,0.0,3351.0,2618.0,5663.0,0.0,429.0,28844.0,152.0,0.0,1923.0,274.0,2977.0,12397.0,1165.0,321.0,0.0,312990.0,0.0,97.0,67.0,1296.0,94.0,24057.0,76.0,289.0,74.0,0.0,14984.0,344.0,694.0,194.0,0.0,7938.0,321961.0,228.0,83.0,0.0,3053.0,0.0
Чеченская,0.0,0.0,0.0,0.0,52.0,781.0,366.0,93.0,0.0,0.0,0.0,438.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,632.0,332.0,44.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,11340.0,0.0,46.0,0.0,1074.0,0.0,0.0,0.0,103.0,0.0,67.0,0.0,0.0,0.0,4466.0,284.0,275.0,1166.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,243.0,0.0,156.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,59.0,0.0,398.0,150.0,0.0,0.0,0.0,152.0,0.0
Чувашская Республика,0.0,0.0,40.0,110.0,0.0,0.0,2120.0,0.0,0.0,0.0,266.0,73.0,0.0,315.0,0.0,0.0,0.0,3031.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,52.0,4766.0,0.0,1345.0,153.0,1154.0,75.0,0.0,0.0,0.0,0.0,5979.0,100.0,59782.0,0.0,0.0,0.0,14749.0,118.0,131.0,103.0,0.0,0.0,199.0,1181.0,0.0,0.0,363.0,0.0,0.0,4680.0,60.0,128.0,0.0,506.0,0.0,0.0,0.0,0.0,0.0,25965.0,40.0,0.0,0.0,0.0,354.0,194.0,0.0,0.0,0.0,161.0,18.0,0.0,5068.0,0.0,0.0,972.0
Чукотский,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,3149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ямало-Ненецкий,0.0,0.0,0.0,0.0,446.0,181.0,12286.0,2009.0,0.0,463.0,169.0,1475.0,148.0,474.0,1414.0,0.0,74.0,0.0,361.0,202.0,0.0,167.0,0.0,572.0,0.0,0.0,0.0,813.0,848.0,0.0,6753.0,871.0,1414.0,81.0,0.0,0.0,0.0,0.0,0.0,109.0,38895.0,0.0,182.0,0.0,611.0,0.0,8300.0,5247.0,2653.0,0.0,300.0,3665.0,0.0,0.0,2118.0,0.0,2159.0,8679.0,668.0,168.0,0.0,13223.0,0.0,0.0,0.0,3296.0,71.0,7306.0,0.0,282.0,0.0,0.0,36558.0,1050.0,162.0,85.0,72.0,10803.0,4884.0,165.0,0.0,0.0,19741.0,84.0
Ярославская,0.0,0.0,0.0,0.0,2726.0,0.0,134.0,0.0,0.0,0.0,12914.0,0.0,9158.0,65.0,0.0,0.0,0.0,43873.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,36.0,400.0,1338.0,51241.0,68.0,84.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,34.0,384970.0,1226.0,0.0,0.0,10346.0,116.0,219.0,190.0,0.0,0.0,0.0,464.0,44.0,0.0,151.0,29.0,463.0,12427.0,0.0,0.0,0.0,762.0,0.0,0.0,134.0,0.0,67.0,1634.0,1377.0,0.0,0.0,0.0,147.0,61.0,70.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,33.0,88694.0
